Country,Country_Code,Year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Mozambique,MOZ,2020,59.78,76.46,64.51,Africa
Mozambique,MOZ,2022,61.665344,78.37104,65.42436,Africa
Myanmar,MMR,1983,78.57,88.57,81.34,Asia
Myanmar,MMR,2000,89.94,95.79,93.47,Asia
Myanmar,MMR,2014,90.36,95.37,94.47,Asia
Myanmar,MMR,2016,84.78,91.16,89.65,Asia
Myanmar,MMR,2018,95.814285,99.22583,99.10344,Asia
Myanmar,MMR,2019,89.07,95.27,95.55,Asia
Myanmar,MMR,2020,93.5274,96.28198,96.43574,Asia
Namibia,NAM,1991,75.82,85.7,90.42,Africa
Namibia,NAM,2000,,88.26,90.65,Africa
Namibia,NAM,2001,84.94,91.15,93.63,Africa
Namibia,NAM,2007,,88.77,93.54,Africa
Namibia,NAM,2011,88.27,93.46,95.35,Africa
Namibia,NAM,2013,,92.08,96.09,Africa
Namibia,NAM,2016,88.1305,94.6365,94.8859,Africa
Namibia,NAM,2018,88.28324,91.8393,93.76566,Africa
Namibia,NAM,2023,87.64,90.79,93.48,Africa
Nauru,NRU,2021,94.63379,88.4264,96.905014,Oceania
Nauru,NRU,2023,96.59,,,
Nepal,NPL,1981,20.57,45.1,14.97,Asia
Nepal,NPL,1991,32.98,68.23,32.67,Asia
Nepal,NPL,2001,48.61,80.62,60.14,Asia
Nepal,NPL,2006,,94.24,75.51,Asia
Nepal,NPL,2008,55.560074,90.98288,75.824905,Asia
Nepal,NPL,2011,59.63,89.88,80.21,Asia
Nepal,NPL,2016,65.5,94.44,84.58,Asia
Nepal,NPL,2017,66.865395,95.46287,90.89088,Asia
Nepal,NPL,2019,68.71,96.81,92.07,Asia
New Caledonia,NCL,1976,91.3,97.0,97.96,Oceania
New Caledonia,NCL,1989,93.08,98.66,98.86,Oceania
New Caledonia,NCL,1996,96.14,99.05,99.14,Oceania
Nicaragua,NIC,2001,76.68,83.63,88.82,North America
Nicaragua,NIC,2005,78.0,85.16,88.84,North America
Nicaragua,NIC,2009,,92.6,94.8,North America
Nicaragua,NIC,2012,85.61057,93.8084,95.90167,North America
Nicaragua,NIC,2014,87.32718,94.1,96.6,North America
Niger,NER,2001,14.38,26.23,14.23,Africa
Niger,NER,2005,28.67,52.45,23.2,Africa
Niger,NER,2006,,33.02,11.17,Africa
Niger,NER,2012,30.56,48.56,31.64,Africa
Niger,NER,2014,29.043707,57.016834,36.482254,Africa
Niger,NER,2018,33.05,56.89,36.37,Africa
Niger,NER,2022,35.61,63.96,44.74,Africa
Nigeria,NGA,1991,55.45,81.36,62.49,Africa
Nigeria,NGA,2003,54.77,78.13,60.51,Africa
Nigeria,NGA,2006,70.2,83.12,74.5,Africa
Nigeria,NGA,2007,,,70.18,Africa
Nigeria,NGA,2008,,78.5,51.6,Africa
Nigeria,NGA,2011,,,79.84,Africa
Nigeria,NGA,2013,,86.17,70.75,Africa
Nigeria,NGA,2016,58.22,78.43,67.12,Africa
Nigeria,NGA,2019,,88.1255,,Africa
Nigeria,NGA,2021,63.16,77.78,69.05,Africa
Nigeria,NGA,2024,70.41,81.31,81.43,Africa
Niue,NIU,2017,96.27151,100.0,100.0,Oceania
Niue,NIU,2022,99.071495,100.0,100.0,Oceania
North America (WB),WB_NA,2003,98.62,99.63,99.55,
North America (WB),WB_NA,2004,98.63,99.63,99.55,
North America (WB),WB_NA,2005,98.64,99.63,99.55,
North America (WB),WB_NA,2006,98.66,99.64,99.55,
North America (WB),WB_NA,2007,98.67,99.64,99.55,
North America (WB),WB_NA,2008,98.69,99.64,99.55,
North America (WB),WB_NA,2017,98.75,99.66,99.57,
North America (WB),WB_NA,2018,98.76,99.66,99.57,
North America (WB),WB_NA,2019,98.76,99.66,99.57,
North America (WB),WB_NA,2020,98.77,99.66,99.57,
North America (WB),WB_NA,2021,98.79,99.66,99.57,
North America (WB),WB_NA,2022,98.79,99.67,99.57,
North Korea,PRK,2008,100.0,100.0,100.0,Asia
North Macedonia,MKD,1994,94.06,99.14,98.57,Europe
North Macedonia,MKD,2002,96.13,98.99,98.49,Europe
North Macedonia,MKD,2005,,,98.69,Europe
North Macedonia,MKD,2011,,,99.36,Europe
North Macedonia,MKD,2018,,,98.75,Europe
Northern Africa and Western Asia (SDG),,1976,,,61.72,
Northern Africa and Western Asia (SDG),,1977,55.94,,62.36,
Northern Africa and Western Asia (SDG),,1978,56.46,82.65,63.04,
Northern Africa and Western Asia (SDG),,1979,56.8,83.35,63.52,
Northern Africa and Western Asia (SDG),,1980,57.37,83.41,64.18,
Northern Africa and Western Asia (SDG),,1981,57.96,83.5,64.88,
Northern Africa and Western Asia (SDG),,1982,58.67,83.63,65.65,
Northern Africa and Western Asia (SDG),,1983,58.96,83.92,65.95,
Northern Africa and Western Asia (SDG),,1984,60.92,84.67,67.99,
Northern Africa and Western Asia (SDG),,1985,61.62,85.01,68.82,
Northern Africa and Western Asia (SDG),,1986,62.32,85.38,69.67,
Northern Africa and Western Asia (SDG),,1987,63.01,85.73,70.49,
Northern Africa and Western Asia (SDG),,1988,63.83,86.16,71.43,
Northern Africa and Western Asia (SDG),,1989,64.5,86.76,72.06,
Northern Africa and Western Asia (SDG),,1990,65.34,87.23,73.04,
Northern Africa and Western Asia (SDG),,1991,66.0,88.0,74.03,
Northern Africa and Western Asia (SDG),,1992,66.63,88.43,74.94,
Northern Africa and Western Asia (SDG),,1993,67.07,88.47,74.26,
Northern Africa and Western Asia (SDG),,1994,67.63,88.77,75.11,
Northern Africa and Western Asia (SDG),,1995,68.22,89.1,75.97,
Northern Africa and Western Asia (SDG),,1996,68.93,89.43,76.95,
Northern Africa and Western Asia (SDG),,1997,69.65,89.72,77.9,
Northern Africa and Western Asia (SDG),,1998,70.44,89.9,78.85,
Northern Africa and Western Asia (SDG),,1999,71.15,90.1,79.74,
Northern Africa and Western Asia (SDG),,2000,71.91,90.54,80.53,
Northern Africa and Western Asia (SDG),,2001,72.78,90.89,81.46,
Northern Africa and Western Asia (SDG),,2002,73.6,91.15,82.33,
Northern Africa and Western Asia (SDG),,2003,75.71,92.44,82.62,
Northern Africa and Western Asia (SDG),,2004,76.4,92.61,83.44,
Northern Africa and Western Asia (SDG),,2005,77.0,92.79,84.08,
Northern Africa and Western Asia (SDG),,2006,75.17,91.1,83.54,
Northern Africa and Western Asia (SDG),,2007,75.85,91.72,84.36,
Northern Africa and Western Asia (SDG),,2008,76.52,92.1,85.13,
Northern Africa and Western Asia (SDG),,2009,77.72,92.29,85.32,
Northern Africa and Western Asia (SDG),,2010,78.49,92.52,85.98,
Northern Africa and Western Asia (SDG),,2011,80.07,92.91,86.55,
Northern Africa and Western Asia (SDG),,2012,80.78,93.59,87.69,
Northern Africa and Western Asia (SDG),,2013,81.64,94.03,89.01,
Northern Africa and Western Asia (SDG),,2014,81.71,94.09,89.22,
Northern Africa and Western Asia (SDG),,2015,82.37,94.2,89.68,
Northern Africa and Western Asia (SDG),,2016,81.4,93.1,88.61,
Northern Africa and Western Asia (SDG),,2017,81.93,93.36,89.37,
Northern Africa and Western Asia (SDG),,2018,82.18,93.46,89.71,
Northern Africa and Western Asia (SDG),,2019,82.42,93.58,89.98,
Northern Africa and Western Asia (SDG),,2020,82.71,93.72,90.25,
Northern Africa and Western Asia (SDG),,2021,82.93,93.87,90.49,
Northern Africa and Western Asia (SDG),,2022,83.23,93.99,90.7,
Northern Africa and Western Asia (SDG),,2023,83.44,94.1,90.88,
Northern Africa and Western Asia (SDG),,2024,83.68,94.26,91.09,
Oceania (excluding Australia and New Zealand) (SDG),,1994,63.55,78.04,69.88,
Oceania (excluding Australia and New Zealand) (SDG),,1995,63.46,77.97,69.74,
Oceania (excluding Australia and New Zealand) (SDG),,1996,63.88,77.84,70.44,
Oceania (excluding Australia and New Zealand) (SDG),,1997,64.28,77.6,71.06,
Oceania (excluding Australia and New Zealand) (SDG),,1998,64.68,77.26,71.62,
Oceania (excluding Australia and New Zealand) (SDG),,1999,64.98,76.62,71.88,
Oceania (excluding Australia and New Zealand) (SDG),,2000,65.16,75.71,71.83,
Oceania (excluding Australia and New Zealand) (SDG),,2001,65.5,75.22,72.25,
Oceania (excluding Australia and New Zealand) (SDG),,2002,65.82,74.67,72.65,
Oceania (excluding Australia and New Zealand) (SDG),,2003,66.13,74.09,73.05,
Oceania (excluding Australia and New Zealand) (SDG),,2004,66.43,73.54,73.47,
Oceania (excluding Australia and New Zealand) (SDG),,2005,66.72,72.99,73.88,
Oceania (excluding Australia and New Zealand) (SDG),,2006,66.99,72.4,74.21,
Oceania (excluding Australia and New Zealand) (SDG),,2007,67.25,71.86,74.58,
Oceania (excluding Australia and New Zealand) (SDG),,2008,67.51,71.37,74.97,
Oceania (excluding Australia and New Zealand) (SDG),,2009,67.75,71.06,75.64,
Oceania (excluding Australia and New Zealand) (SDG),,2010,67.98,70.97,76.59,
Oceania (excluding Australia and New Zealand) (SDG),,2011,67.88,70.88,76.55,
Oceania (excluding Australia and New Zealand) (SDG),,2012,67.78,70.8,76.53,
Oceania (excluding Australia and New Zealand) (SDG),,2013,67.69,70.72,76.5,
Oceania (excluding Australia and New Zealand) (SDG),,2014,,70.62,76.47,
Oceania (excluding Australia and New Zealand) (SDG),,2016,,70.41,,
Oceania (excluding Australia and New Zealand) (SDG),,2017,67.12,70.34,76.31,
Oceania (excluding Australia and New Zealand) (SDG),,2018,67.01,70.26,76.27,
Oceania (excluding Australia and New Zealand) (SDG),,2019,66.9,70.21,76.24,
Oceania (excluding Australia and New Zealand) (SDG),,2020,66.78,70.15,76.19,
Oceania (excluding Australia and New Zealand) (SDG),,2021,66.73,70.13,76.17,
Oman,OMN,2003,66.1,66.24,84.98,Asia
Oman,OMN,2008,86.62,97.63,97.62,Asia
Oman,OMN,2010,86.94,97.41,98.17,Asia
Oman,OMN,2015,93.04,99.43,98.75,Asia
Oman,OMN,2017,95.58,98.46,98.96,Asia
Oman,OMN,2018,95.65,98.36,98.98,Asia
Oman,OMN,2020,96.9,99.68,99.68,Asia
Oman,OMN,2022,97.34,99.65,99.68,Asia
Pakistan,PAK,1981,25.73,44.5,23.83,Asia
Pakistan,PAK,1998,42.7,67.15,43.11,Asia
Pakistan,PAK,2005,49.87,76.65,53.09,Asia
Pakistan,PAK,2006,54.15,79.1,58.37,Asia
Pakistan,PAK,2007,52.14,75.24,56.78,Asia
Pakistan,PAK,2008,55.53,79.42,61.25,Asia
Pakistan,PAK,2009,54.89,79.14,61.46,Asia
Pakistan,PAK,2010,55.38,79.5,62.3,Asia
Pakistan,PAK,2011,54.74,78.04,63.14,Asia
Pakistan,PAK,2012,56.76,80.29,64.47,Asia
Pakistan,PAK,2013,55.59,79.4,63.44,Asia
Pakistan,PAK,2014,56.98,79.77,65.55,Asia
Pakistan,PAK,2017,59.13,81.26,67.54,Asia
Pakistan,PAK,2018,57.01,79.78,64.35,Asia
Pakistan,PAK,2019,58.0,79.73,65.19,Asia
Pakistan,PAK,2021,58.86,79.46,66.52,Asia
Palau,PLW,1980,91.92,94.19,94.36,Oceania
Palau,PLW,2013,99.5,99.77,99.83,Oceania
Palau,PLW,2015,96.59,98.25,99.17,Oceania
Palau,PLW,2020,99.84481,100.0,100.0,Oceania
Palestine,PSE,1997,86.08,96.92,97.19,Asia
Palestine,PSE,2004,92.48,99.02,98.88,Asia
Palestine,PSE,2006,93.45,99.04,99.15,Asia
Palestine,PSE,2007,93.76,99.14,98.99,Asia
Palestine,PSE,2008,94.01,99.27,99.04,Asia
Palestine,PSE,2009,94.43,99.23,99.23,Asia
Palestine,PSE,2010,94.72,99.2,99.24,Asia
Palestine,PSE,2011,95.03,99.26,99.36,Asia
Palestine,PSE,2012,95.67,99.34,99.23,Asia
Palestine,PSE,2013,96.05,99.42,99.27,Asia
Palestine,PSE,2014,96.21,99.41,99.32,Asia
Palestine,PSE,2015,96.48,99.41,99.27,Asia
Palestine,PSE,2016,96.72,99.45,99.31,Asia
Palestine,PSE,2017,96.92,99.26,99.37,Asia
Palestine,PSE,2018,97.22,99.29,99.38,Asia
Palestine,PSE,2019,97.38,99.37,99.3,Asia
Palestine,PSE,2020,97.51,99.22,99.25,Asia
Palestine,PSE,2021,97.684,99.4377,99.4489,Asia
Palestine,PSE,2022,97.84,99.39,99.33,Asia
Palestine,PSE,2024,97.93896,99.94192,99.19472,Asia
Panama,PAN,1980,88.07,95.93,96.28,North America
Panama,PAN,1990,88.78,95.39,94.78,North America
Panama,PAN,2000,91.9,96.53,95.62,North America
Panama,PAN,2010,94.09,97.93,97.34,North America
Panama,PAN,2014,,98.4,97.6,North America
Panama,PAN,2015,,98.4,98.1,North America
Panama,PAN,2016,,99.1,98.4,North America
Panama,PAN,2017,,99.3,98.8,North America
Panama,PAN,2018,95.41,99.31,98.87,North America
Panama,PAN,2019,95.74,98.9,98.86,North America
Panama,PAN,2021,96.21191,99.3,99.2,North America
Panama,PAN,2022,,99.4,99.3,North America
Panama,PAN,2023,96.089386,98.8,98.9,North America
Panama,PAN,2024,96.22765,99.62014,99.41684,North America
Papua New Guinea,PNG,2000,57.34,69.13,64.06,Oceania
Papua New Guinea,PNG,2010,68.96891,85.0142,77.1492,Oceania
Papua New Guinea,PNG,2017,70.06,87.26,78.09,Oceania
Papua New Guinea,PNG,2022,87.00469,92.692955,91.10524,Oceania
Paraguay,PRY,1982,78.46,90.17,89.0,South America
Paraguay,PRY,1992,90.27,95.86,95.36,South America
Paraguay,PRY,2001,,95.7,95.6,South America
Paraguay,PRY,2002,,97.6,97.3,South America
Paraguay,PRY,2003,,97.3,97.5,South America
Paraguay,PRY,2004,,97.3,97.2,South America
Paraguay,PRY,2005,,97.6,98.1,South America
Paraguay,PRY,2006,,98.4,97.9,South America
Paraguay,PRY,2007,94.56,98.81,98.78,South America
Paraguay,PRY,2008,93.29,97.69,98.23,South America
Paraguay,PRY,2009,93.75,98.04,98.99,South America
Paraguay,PRY,2010,93.87,98.5,98.73,South America
Paraguay,PRY,2011,,98.3,98.7,South America
Paraguay,PRY,2012,94.2,98.25,98.1,South America
Paraguay,PRY,2013,95.06,98.6,99.2,South America
Paraguay,PRY,2014,95.03,98.96,98.46,South America
Paraguay,PRY,2015,95.55,98.35,98.97,South America
Paraguay,PRY,2016,94.65,98.21,98.7,South America
Paraguay,PRY,2017,,97.7,98.9,South America
Paraguay,PRY,2018,94.02,97.73,98.87,South America
Paraguay,PRY,2019,93.21,98.04,98.68,South America
Paraguay,PRY,2020,94.54,98.63,98.66,South America
Paraguay,PRY,2021,,98.1,99.2,South America
Paraguay,PRY,2022,,98.5,98.8,South America
Paraguay,PRY,2023,,98.8,99.0,South America
Paraguay,PRY,2024,94.86,98.61,98.62,South America
Peru,PER,1981,81.92,96.51,89.76,South America
Peru,PER,1993,87.15,96.99,93.79,South America
Peru,PER,2000,,99.1,96.1,South America
Peru,PER,2001,,98.2,96.1,South America
Peru,PER,2002,,97.6,95.9,South America
Peru,PER,2003,,97.6,96.0,South America
Peru,PER,2004,87.67,97.8,95.66,South America
Peru,PER,2005,87.91,97.92,96.29,South America
Peru,PER,2006,88.7,98.51,96.96,South America
Peru,PER,2007,89.59,98.01,96.71,South America
Peru,PER,2008,,98.2,97.5,South America
Peru,PER,2009,,98.7,97.9,South America
Peru,PER,2010,,98.6,98.0,South America
Peru,PER,2011,,98.6,98.3,South America
Peru,PER,2012,93.84,98.72,98.68,South America
Peru,PER,2013,,98.9,98.9,South America
Peru,PER,2014,93.71,99.16,98.79,South America
Peru,PER,2015,94.16,99.24,98.77,South America
Peru,PER,2016,94.17,99.09,98.67,South America
Peru,PER,2017,94.15,99.26,98.85,South America
Peru,PER,2018,94.41,99.08,98.97,South America
Peru,PER,2019,,99.1,99.1,South America
Peru,PER,2020,94.5,99.52,99.35,South America
Peru,PER,2021,,99.1,99.2,South America
Peru,PER,2022,,99.3,99.3,South America
Peru,PER,2023,,99.3,99.4,South America
Peru,PER,2024,93.66,99.4,99.59,South America
Philippines,PHL,1980,83.32,91.06,92.47,Asia
Philippines,PHL,1990,93.57,96.28,96.88,Asia
Philippines,PHL,1994,93.92,95.82,96.28,Asia
Philippines,PHL,2000,92.6,94.46,95.72,Asia
Philippines,PHL,2003,92.59,93.58,96.58,Asia
Philippines,PHL,2008,95.42,97.02,98.49,Asia
Philippines,PHL,2010,97.09,97.64,98.03,Asia
Philippines,PHL,2013,96.4,97.43,98.82,Asia
Philippines,PHL,2015,98.18,98.9,99.27,Asia
Philippines,PHL,2017,,100.0,100.0,Asia
Philippines,PHL,2019,96.28,97.9,98.89,Asia
Philippines,PHL,2020,98.47,99.11,99.33,Asia
Philippines,PHL,2022,,100.0,99.52,Asia
Poland,POL,1978,98.74,99.78,99.82,Europe
Portugal,PRT,1981,79.44,97.66,98.22,Europe
Portugal,PRT,1991,87.95,99.14,99.26,Europe
Portugal,PRT,2011,94.48,99.39,99.48,Europe
Puerto Rico,PRI,1980,86.75,93.02,94.4,North America
Puerto Rico,PRI,1990,89.62,92.22,94.11,North America
Puerto Rico,PRI,2010,91.97,98.81,98.85,North America
Puerto Rico,PRI,2017,92.39,92.39,92.39,North America
Qatar,QAT,1986,75.64,88.53,91.23,Asia
Qatar,QAT,1997,83.26,94.12,95.81,Asia
Qatar,QAT,2004,88.96,94.89,97.54,Asia
Qatar,QAT,2007,93.08,99.1,98.97,Asia
Qatar,QAT,2008,93.99,95.32,96.88,Asia
Qatar,QAT,2009,94.72,97.7,97.95,Asia
Qatar,QAT,2010,96.28,96.32,98.26,Asia
Qatar,QAT,2011,96.41,97.58,98.75,Asia
Qatar,QAT,2012,96.68,98.69,99.83,Asia
Qatar,QAT,2013,97.48,98.82,99.33,Asia
Qatar,QAT,2014,97.75,98.38,99.65,Asia
Qatar,QAT,2016,98.52,98.67,99.33,Asia
Qatar,QAT,2017,98.78,98.87,99.27,Asia
Qatar,QAT,2022,99.29,99.02,100.0,Asia
Qatar,QAT,2023,99.3,99.65,100.0,Asia
Qatar,QAT,2024,99.32,99.69,100.0,Asia
Reunion,REU,1982,78.61,93.8,97.52,Africa
Romania,ROU,1992,96.71,99.18,99.03,Europe
Romania,ROU,2002,97.3,97.74,97.78,Europe
Romania,ROU,2011,98.6,99.01,98.98,Europe
Romania,ROU,2021,99.16,99.94,99.94,Europe
Russia,RUS,1989,97.99,99.69,99.75,Europe
Russia,RUS,2002,99.44,99.68,99.77,Europe
Russia,RUS,2010,99.68,99.66,99.76,Europe
Russia,RUS,2021,99.93,99.91,99.93,Europe
Rwanda,RWA,1978,38.24,59.66,44.69,Africa
Rwanda,RWA,1991,57.85,,,
Rwanda,RWA,2000,64.89,78.52,76.86,Africa
Rwanda,RWA,2005,,72.72,68.21,Africa
Rwanda,RWA,2010,,80.31,80.06,Africa
Rwanda,RWA,2012,68.33,81.12,83.49,Africa
Rwanda,RWA,2014,70.8,83.81,86.26,Africa
Rwanda,RWA,2015,,87.92,89.17,Africa
Rwanda,RWA,2018,73.22,84.33,88.5,Africa
Rwanda,RWA,2020,80.05,90.36,92.7,Africa
Rwanda,RWA,2022,78.76,87.51,92.37,Africa
Saint Helena,SHN,1998,96.53,98.59,100.0,Africa
Saint Lucia,LCA,2012,,100.0,99.96,North America
Saint Pierre and Miquelon,SPM,1982,99.27,99.47,99.44,North America
Saint Vincent and the Grenadines,VCT,1970,95.63,97.92,98.0,North America
Samoa,WSM,1991,97.94,99.12,98.95,Oceania
Samoa,WSM,2011,98.97,99.03,99.46,Oceania
Samoa,WSM,2016,99.4,99.66,99.72,Oceania
Samoa,WSM,2017,99.70719,100.0,100.0,Oceania
Samoa,WSM,2019,97.99,98.54,99.56,Oceania
San Marino,SMR,2022,99.91,100.0,100.0,Europe
Sao Tome and Principe,STP,1981,57.32,90.82,74.06,Africa
Sao Tome and Principe,STP,1991,73.24,95.81,91.85,Africa
Sao Tome and Principe,STP,2001,84.91,95.97,94.85,Africa
Sao Tome and Principe,STP,2012,90.14,97.12,96.35,Africa
Sao Tome and Principe,STP,2014,,,100.0,Africa
Sao Tome and Principe,STP,2019,87.44,95.85,95.07,Africa
Saudi Arabia,SAU,1992,70.82,93.96,81.07,Asia
Saudi Arabia,SAU,2000,79.35,98.07,93.71,Asia
Saudi Arabia,SAU,2004,82.86,96.95,94.68,Asia
Saudi Arabia,SAU,2013,94.43,99.3,99.14,Asia
Saudi Arabia,SAU,2017,95.33,99.32,99.28,Asia
Saudi Arabia,SAU,2020,97.59,99.55,99.45,Asia
Saudi Arabia,SAU,2024,97.93,100.0,99.75,Asia
Senegal,SEN,1988,26.87,49.13,28.03,Africa
Senegal,SEN,2002,39.28,58.49,40.97,Africa
Senegal,SEN,2005,,57.43,34.01,Africa
Senegal,SEN,2006,41.89,58.13,44.54,Africa
Senegal,SEN,2009,48.04,72.5,54.62,Africa
Senegal,SEN,2011,51.81,73.73,58.74,Africa
Senegal,SEN,2013,43.53,62.83,51.15,Africa
Senegal,SEN,2014,,63.45,51.06,Africa
Senegal,SEN,2015,43.59,65.79,56.88,Africa
Senegal,SEN,2016,46.1,69.41,59.89,Africa
Senegal,SEN,2017,51.9,75.58,63.5,Africa
Senegal,SEN,2018,46.61,66.22,65.69,Africa
Senegal,SEN,2019,46.83,68.82,64.03,Africa
Senegal,SEN,2022,,76.60528,,Africa
Senegal,SEN,2023,50.36,69.27,65.6,Africa
Serbia,SRB,2003,96.4,99.39,99.32,Europe
Serbia,SRB,2005,,,99.63,Europe
Serbia,SRB,2011,97.96,99.35,99.27,Europe
Serbia,SRB,2014,,,99.83,Europe
Serbia,SRB,2016,98.84,99.72,99.72,Europe
Serbia,SRB,2019,99.48,100.0,100.0,Europe
Serbia,SRB,2022,99.34,99.72,99.75,Europe
Seychelles,SYC,1987,84.23,96.81,98.46,Africa
Seychelles,SYC,1994,87.81,98.49,99.14,Africa
Seychelles,SYC,2002,91.84,98.77,99.37,Africa
Seychelles,SYC,2010,93.95,98.59,99.38,Africa
Sierra Leone,SLE,2004,34.83,59.61,37.36,Africa
Sierra Leone,SLE,2005,,,37.15,Africa
Sierra Leone,SLE,2008,,73.58,41.3,Africa
Sierra Leone,SLE,2010,,,49.46,Africa
Sierra Leone,SLE,2013,,79.69,57.34,Africa
Sierra Leone,SLE,2014,44.369892,,,
Sierra Leone,SLE,2015,49.4,72.91,63.25,Africa
Sierra Leone,SLE,2017,44.83,78.74,68.66,Africa
Sierra Leone,SLE,2018,48.814365,81.566696,73.36918,Africa
Sierra Leone,SLE,2019,43.58,78.2,67.86,Africa
Singapore,SGP,1980,82.91,96.41,96.16,Asia
Singapore,SGP,1990,89.1,98.86,99.08,Asia
Singapore,SGP,2000,92.55,99.41,99.6,Asia
Singapore,SGP,2010,95.86,99.74,99.77,Asia
Singapore,SGP,2011,96.19,99.89,99.88,Asia
Singapore,SGP,2012,96.37,99.9,99.89,Asia
Singapore,SGP,2013,96.55,99.9,99.9,Asia
Singapore,SGP,2014,96.72,99.9,99.9,Asia
Singapore,SGP,2015,96.83,99.74,99.84,Asia
Singapore,SGP,2016,97.05,99.91,99.94,Asia
Singapore,SGP,2017,97.2,99.92,99.94,Asia
Singapore,SGP,2018,97.34,99.92,99.94,Asia
Singapore,SGP,2019,97.48,99.91,99.94,Asia
Singapore,SGP,2020,97.13,99.67,99.79,Asia
Singapore,SGP,2021,97.65,99.87,99.91,Asia
Slovenia,SVN,1991,99.52,99.74,99.78,Europe
Solomon Islands,SLB,1999,76.6,87.523834,81.53545,Oceania
Somalia,SOM,2006,,,23.79,Africa
Somalia,SOM,2019,63.657936,83.23648,73.95871,Africa
Somalia,SOM,2022,54.12,76.19,65.11,Africa
South Africa,ZAF,1980,76.2,85.35,84.97,Africa
South Africa,ZAF,1996,82.4,93.5,94.29,Africa
South Africa,ZAF,2007,88.72,97.05,98.09,Africa
South Africa,ZAF,2009,92.89,97.92,98.82,Africa
South Africa,ZAF,2010,92.88,98.39,98.9,Africa
South Africa,ZAF,2011,93.1,98.43,99.15,Africa
South Africa,ZAF,2012,93.73,98.5,99.27,Africa
South Africa,ZAF,2014,94.14,98.68,99.08,Africa
South Africa,ZAF,2015,94.37,98.68,99.23,Africa
South Africa,ZAF,2016,91.74,95.83,97.72,Africa
South Africa,ZAF,2019,95.02,97.99,98.83,Africa
South Africa,ZAF,2021,90.0,95.91,97.48,Africa
South Africa,ZAF,2024,91.15,96.34,97.99,Africa
South Asia (WB),WB_SA,1975,37.44,63.61,34.42,
South Asia (WB),WB_SA,1976,37.44,63.58,34.41,
South Asia (WB),WB_SA,1977,38.13,63.99,35.54,
South Asia (WB),WB_SA,1978,38.81,64.31,36.66,
South Asia (WB),WB_SA,1979,39.47,64.53,37.79,
South Asia (WB),WB_SA,1980,40.12,64.69,38.82,
South Asia (WB),WB_SA,1981,40.74,64.76,39.75,
South Asia (WB),WB_SA,1982,41.41,64.94,40.86,
South Asia (WB),WB_SA,1983,42.08,65.08,41.97,
South Asia (WB),WB_SA,1984,42.75,65.18,43.09,
South Asia (WB),WB_SA,1985,43.42,65.32,44.21,
South Asia (WB),WB_SA,1986,44.09,65.52,45.33,
South Asia (WB),WB_SA,1987,44.77,65.8,46.41,
South Asia (WB),WB_SA,1988,45.48,69.1,43.82,
South Asia (WB),WB_SA,1989,46.27,70.07,45.59,
South Asia (WB),WB_SA,1990,47.05,70.91,47.31,
South Asia (WB),WB_SA,1991,47.78,71.62,48.95,
South Asia (WB),WB_SA,1992,48.56,72.4,50.63,
South Asia (WB),WB_SA,1993,49.35,73.14,52.35,
South Asia (WB),WB_SA,1994,50.15,73.83,54.09,
South Asia (WB),WB_SA,1995,50.95,74.52,55.77,
South Asia (WB),WB_SA,1996,51.78,75.2,57.39,
South Asia (WB),WB_SA,1997,52.6,75.85,58.8,
South Asia (WB),WB_SA,1998,57.92,80.61,61.8,
South Asia (WB),WB_SA,1999,58.73,81.26,63.76,
South Asia (WB),WB_SA,2000,59.52,81.8,65.61,
South Asia (WB),WB_SA,2001,60.31,82.27,67.34,
South Asia (WB),WB_SA,2002,61.13,82.84,69.11,
South Asia (WB),WB_SA,2003,61.94,83.36,70.83,
South Asia (WB),WB_SA,2004,62.74,83.84,72.53,
South Asia (WB),WB_SA,2005,62.44,85.84,72.52,
South Asia (WB),WB_SA,2006,62.53,84.5,73.63,
South Asia (WB),WB_SA,2007,63.38,85.08,75.37,
South Asia (WB),WB_SA,2008,64.21,85.65,77.02,
South Asia (WB),WB_SA,2009,65.04,86.17,78.64,
South Asia (WB),WB_SA,2010,67.94,88.14,80.39,
South Asia (WB),WB_SA,2011,68.7,88.61,81.8,
South Asia (WB),WB_SA,2012,68.53,88.67,82.68,
South Asia (WB),WB_SA,2013,69.84,90.23,85.07,
South Asia (WB),WB_SA,2014,70.56,90.6,86.21,
South Asia (WB),WB_SA,2015,71.96,91.3,87.7,
South Asia (WB),WB_SA,2016,73.35,92.18,89.16,
South Asia (WB),WB_SA,2017,74.02,92.59,90.09,
South Asia (WB),WB_SA,2018,74.74,92.95,90.89,
South Asia (WB),WB_SA,2019,74.51,96.3,93.76,
South Asia (WB),WB_SA,2020,75.24,96.49,94.36,
South Asia (WB),WB_SA,2021,76.06,96.79,94.96,
South Asia (WB),WB_SA,2022,76.9,96.85,95.38,
South Asia (WB),WB_SA,2023,77.57,97.07,95.94,
South Asia (WB),WB_SA,2024,78.23,97.27,96.46,
South Korea,KOR,2008,97.97,99.91,100.0,Asia
South Sudan,SSD,2008,26.83,44.08,29.58,Africa
South Sudan,SSD,2010,,,24.87,Africa
Spain,ESP,1981,92.81,98.64,98.64,Europe
Spain,ESP,1991,96.49,99.54,99.57,Europe
