Country,Country_Code,Year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Afghanistan,AFG,1979,45.8,11.14,Asia
Afghanistan,AFG,2011,61.88,32.11,Asia
Afghanistan,AFG,2015,57.74,25.48,Asia
Afghanistan,AFG,2020,68.800964,40.055595,Asia
Afghanistan,AFG,2021,71.24,41.59,Asia
Afghanistan,AFG,2022,83.4,44.17,Asia
Albania,ALB,2001,99.37,99.5,Europe
Albania,ALB,2005,,99.49,Europe
Albania,ALB,2008,98.54,99.12,Europe
Albania,ALB,2009,94.82,96.61,Europe
Albania,ALB,2011,98.73,98.86,Europe
Albania,ALB,2012,99.38,99.02,Europe
Albania,ALB,2017,98.59,99.53,Europe
Albania,ALB,2023,98.92,99.21,Europe
Algeria,DZA,1987,86.23,62.21,Africa
Algeria,DZA,2002,94.06,86.13,Africa
Algeria,DZA,2006,94.38,89.14,Africa
Algeria,DZA,2008,95.75,91.74,Africa
Algeria,DZA,2019,,97.99,Africa
American Samoa,ASM,1980,97.89,97.44,Oceania
Angola,AGO,2001,83.78,63.18,Africa
Angola,AGO,2014,84.86,70.59,Africa
Angola,AGO,2015,83.97,67.43,Africa
Angola,AGO,2023,87.79,73.41,Africa
Anguilla,AIA,1984,99.12,99.1,North America
Argentina,ARG,1980,96.46,97.3,South America
Argentina,ARG,1991,98.07,98.54,South America
Argentina,ARG,2001,98.71,99.13,South America
Argentina,ARG,2020,99.48,99.87,South America
Armenia,ARM,1989,99.91,99.91,Asia
Armenia,ARM,2000,100.0,100.0,Asia
Armenia,ARM,2001,99.75,99.86,Asia
Armenia,ARM,2011,99.82,99.88,Asia
Armenia,ARM,2016,99.82,99.88,Asia
Armenia,ARM,2017,99.82,99.87,Asia
Armenia,ARM,2018,100.0,100.0,Asia
Armenia,ARM,2019,100.0,100.0,Asia
Armenia,ARM,2020,99.85,99.9,Asia
Armenia,ARM,2022,99.65,99.92,Asia
Armenia,ARM,2023,99.91,99.87,Asia
Aruba,ABW,2000,98.88,99.17,North America
Aruba,ABW,2010,98.97,99.32,North America
Azerbaijan,AZE,1999,99.87,99.9,Asia
Azerbaijan,AZE,2006,100.0,100.0,Asia
Azerbaijan,AZE,2007,99.99,99.99,Asia
Azerbaijan,AZE,2009,99.96,99.95,Asia
Azerbaijan,AZE,2010,99.97,99.93,Asia
Azerbaijan,AZE,2011,99.96,99.93,Asia
Azerbaijan,AZE,2012,99.95,99.92,Asia
Azerbaijan,AZE,2013,99.98,99.93,Asia
Azerbaijan,AZE,2014,99.98,99.94,Asia
Azerbaijan,AZE,2015,99.96,99.92,Asia
Azerbaijan,AZE,2016,99.96,99.92,Asia
Azerbaijan,AZE,2017,99.96,99.91,Asia
Azerbaijan,AZE,2019,99.96,99.91,Asia
Azerbaijan,AZE,2023,99.88,99.88,Asia
Bahrain,BHR,1981,89.69,82.08,Asia
Bahrain,BHR,1991,97.26,96.58,Asia
Bahrain,BHR,2001,96.83,97.25,Asia
Bahrain,BHR,2022,99.38,98.95,Asia
Bahrain,BHR,2023,99.28,99.21,Asia
Bahrain,BHR,2024,99.51,99.53,Asia
Bangladesh,BGD,1981,44.36,27.15,Asia
Bangladesh,BGD,1991,51.74,37.99,Asia
Bangladesh,BGD,2000,100.0,100.0,Asia
Bangladesh,BGD,2001,67.16,60.26,Asia
Bangladesh,BGD,2006,,87.2,Asia
Bangladesh,BGD,2007,90.51,77.09,Asia
Bangladesh,BGD,2011,76.4,79.54,Asia
Bangladesh,BGD,2012,76.28,79.37,Asia
Bangladesh,BGD,2013,84.09,86.93,Asia
Bangladesh,BGD,2014,84.63,86.48,Asia
Bangladesh,BGD,2015,86.19,89.54,Asia
Bangladesh,BGD,2016,90.91,93.54,Asia
Bangladesh,BGD,2017,91.54,94.38,Asia
Bangladesh,BGD,2018,91.8,94.91,Asia
Bangladesh,BGD,2019,93.7,96.09,Asia
Bangladesh,BGD,2020,93.16,95.86,Asia
Bangladesh,BGD,2021,93.76,95.86,Asia
Bangladesh,BGD,2022,92.39,94.45,Asia
Barbados,BRB,1970,99.72,99.8,North America
Barbados,BRB,2012,100.0,100.0,North America
Belarus,BLR,1989,99.73,99.8,Europe
Belarus,BLR,1999,99.76,99.83,Europe
Belarus,BLR,2005,,99.98,Europe
Belarus,BLR,2009,99.8,99.85,Europe
Belarus,BLR,2012,100.0,100.0,Europe
Belarus,BLR,2019,99.85,99.9,Europe
Belize,BLZ,1991,77.26,78.02,North America
Belize,BLZ,2000,83.9,84.54,North America
Belize,BLZ,2006,,95.13,North America
Belize,BLZ,2011,,96.6,North America
Belize,BLZ,2015,97.83,98.08,North America
Belize,BLZ,2022,95.67,96.63,North America
Benin,BEN,1979,45.71,18.26,Africa
Benin,BEN,1992,55.13,26.69,Africa
Benin,BEN,2001,61.08,31.85,Africa
Benin,BEN,2002,59.21,33.24,Africa
Benin,BEN,2006,72.07,39.53,Africa
Benin,BEN,2011,,48.456245,Africa
Benin,BEN,2013,71.6,53.48,Africa
Benin,BEN,2017,66.8,50.99,Africa
Benin,BEN,2019,76.35,62.76,Africa
Benin,BEN,2021,70.97,59.19,Africa
Benin,BEN,2022,74.6,67.94,Africa
Bhutan,BTN,2005,80.04,67.96,Asia
Bhutan,BTN,2010,,63.34,Asia
Bhutan,BTN,2012,90.4,82.18,Asia
Bhutan,BTN,2017,93.27,92.89,Asia
Bhutan,BTN,2022,98.28,97.23,Asia
Bolivia,BOL,1976,91.47,75.84,South America
Bolivia,BOL,1992,96.32,91.57,South America
Bolivia,BOL,2000,98.4,96.3,South America
Bolivia,BOL,2001,98.55,96.11,South America
Bolivia,BOL,2002,99.1,97.1,South America
Bolivia,BOL,2003,99.47,96.67,South America
Bolivia,BOL,2004,99.6,98.6,South America
Bolivia,BOL,2005,99.3,98.4,South America
Bolivia,BOL,2006,99.4,97.4,South America
Bolivia,BOL,2007,99.75,99.14,South America
Bolivia,BOL,2008,99.39,98.88,South America
Bolivia,BOL,2009,99.69,99.08,South America
Bolivia,BOL,2011,99.25,98.77,South America
Bolivia,BOL,2012,99.16,98.83,South America
Bolivia,BOL,2013,99.5,99.2,South America
Bolivia,BOL,2014,99.7,99.2,South America
Bolivia,BOL,2015,99.39,99.4,South America
Bolivia,BOL,2016,99.5,99.3,South America
Bolivia,BOL,2017,99.4,99.3,South America
Bolivia,BOL,2018,99.7,99.4,South America
Bolivia,BOL,2019,99.7,99.4,South America
Bolivia,BOL,2020,99.58,99.53,South America
Bolivia,BOL,2021,99.5,99.5,South America
Bolivia,BOL,2023,99.43,99.6,South America
Bolivia,BOL,2024,99.85,99.7,South America
Bosnia and Herzegovina,BIH,1991,99.29,98.74,Europe
Bosnia and Herzegovina,BIH,2000,99.75,99.84,Europe
Bosnia and Herzegovina,BIH,2006,,99.82,Europe
Bosnia and Herzegovina,BIH,2013,99.66,99.67,Europe
Botswana,BWA,1991,85.9,92.25,Africa
Botswana,BWA,2003,92.08,95.6,Africa
Brazil,BRA,1980,82.56,85.24,South America
Brazil,BRA,2000,92.65,95.72,South America
Brazil,BRA,2001,94.7,96.9,South America
Brazil,BRA,2002,95.1,97.5,South America
Brazil,BRA,2003,95.6,97.7,South America
Brazil,BRA,2004,95.78,97.9,South America
Brazil,BRA,2005,96.1,98.1,South America
Brazil,BRA,2006,96.8,98.36,South America
Brazil,BRA,2007,97.06,98.56,South America
Brazil,BRA,2008,97.18,98.53,South America
Brazil,BRA,2009,97.45,98.69,South America
Brazil,BRA,2010,96.72,98.32,South America
Brazil,BRA,2011,97.91,99.07,South America
Brazil,BRA,2012,98.23,99.02,South America
Brazil,BRA,2013,98.25,99.23,South America
Brazil,BRA,2014,98.45,99.25,South America
Brazil,BRA,2015,98.6,99.35,South America
Brazil,BRA,2016,98.78,99.46,South America
Brazil,BRA,2017,98.84,99.48,South America
Brazil,BRA,2018,98.98,99.43,South America
Brazil,BRA,2019,98.7,99.5,South America
Brazil,BRA,2020,99.0,99.5,South America
Brazil,BRA,2021,99.1,99.5,South America
Brazil,BRA,2022,99.0,99.6,South America
Brazil,BRA,2023,99.0,99.6,South America
Brazil,BRA,2024,99.24,99.69,South America
Brunei,BRN,1981,94.06,93.24,Asia
Brunei,BRN,1991,98.11,98.08,Asia
Brunei,BRN,2001,98.87,98.91,Asia
Brunei,BRN,2011,99.2,99.55,Asia
Bulgaria,BGR,2001,98.31,98.11,Europe
Bulgaria,BGR,2011,98.07,97.65,Europe
Burkina Faso,BFA,1975,22.38,6.66,Africa
Burkina Faso,BFA,1991,26.79,14.17,Africa
Burkina Faso,BFA,1996,25.48,13.99,Africa
Burkina Faso,BFA,2003,38.38,24.81,Africa
Burkina Faso,BFA,2005,40.38,26.48,Africa
Burkina Faso,BFA,2006,39.82,26.53,Africa
Burkina Faso,BFA,2007,46.73,33.13,Africa
Burkina Faso,BFA,2010,47.04,27.24,Africa
Burkina Faso,BFA,2014,56.99,43.99,Africa
Burkina Faso,BFA,2018,63.86,54.45,Africa
Burkina Faso,BFA,2019,51.15,43.56,Africa
Burkina Faso,BFA,2021,66.65,58.76,Africa
Burkina Faso,BFA,2022,65.47,60.57,Africa
Burkina Faso,BFA,2023,,67.07696,Africa
Burundi,BDI,1979,40.93,21.49,Africa
Burundi,BDI,1990,59.5,48.01,Africa
Burundi,BDI,2000,76.78,70.37,Africa
Burundi,BDI,2005,,52.83,Africa
Burundi,BDI,2008,66.61,57.32,Africa
Burundi,BDI,2010,82.66,66.51,Africa
Burundi,BDI,2014,85.29,74.96,Africa
Burundi,BDI,2016,86.76,82.09,Africa
Burundi,BDI,2017,91.03,85.62,Africa
Burundi,BDI,2020,88.23915,88.52026,Africa
Cambodia,KHM,1998,81.85,71.07,Asia
Cambodia,KHM,2000,,54.67,Asia
Cambodia,KHM,2004,87.92,78.9,Asia
Cambodia,KHM,2005,100.0,67.33,Asia
Cambodia,KHM,2008,89.38,85.53,Asia
Cambodia,KHM,2009,88.36,85.85,Asia
Cambodia,KHM,2010,80.6,78.02,Asia
Cambodia,KHM,2013,91.27,90.23,Asia
Cambodia,KHM,2014,89.92,90.37,Asia
Cambodia,KHM,2015,91.86,92.57,Asia
Cambodia,KHM,2019,94.41,95.1,Asia
Cambodia,KHM,2020,93.20434,95.40721,Asia
Cambodia,KHM,2021,90.31,93.51,Asia
Cambodia,KHM,2023,95.8949,97.25976,Asia
Cameroon,CMR,1976,79.59,59.06,Africa
Cameroon,CMR,2000,88.42,77.96,Africa
Cameroon,CMR,2004,81.39,67.65,Africa
Cameroon,CMR,2006,,64.67,Africa
Cameroon,CMR,2007,89.42,77.48,Africa
Cameroon,CMR,2010,85.4,76.42,Africa
Cameroon,CMR,2011,86.92,73.41,Africa
Cameroon,CMR,2018,87.6,76.39,Africa
Cape Verde,CPV,1990,89.95,86.42,Africa
Cape Verde,CPV,2009,96.15344,97.89744,Africa
Cape Verde,CPV,2012,97.87,98.4,Africa
Cape Verde,CPV,2015,97.59,98.73,Africa
Cape Verde,CPV,2024,98.46,98.16,Africa
Cayman Islands,CYM,2007,99.14,98.62,North America
Cayman Islands,CYM,2017,99.14,98.62,North America
Central African Republic,CAF,1975,56.26,20.34,Africa
Central African Republic,CAF,1988,62.56,34.85,Africa
Central African Republic,CAF,2000,72.59,49.02,Africa
Central African Republic,CAF,2006,,21.51,Africa
Central African Republic,CAF,2010,,27.63,Africa
Central African Republic,CAF,2019,64.9,36.68,Africa
Central and Southern Asia (SDG),,1975,63.86,36.13,
Central and Southern Asia (SDG),,1976,63.86,36.18,
Central and Southern Asia (SDG),,1977,64.29,37.29,
Central and Southern Asia (SDG),,1978,64.63,38.4,
Central and Southern Asia (SDG),,1979,64.89,39.51,
Central and Southern Asia (SDG),,1980,65.08,40.51,
Central and Southern Asia (SDG),,1981,65.13,41.38,
Central and Southern Asia (SDG),,1982,65.34,42.47,
Central and Southern Asia (SDG),,1983,65.51,43.58,
Central and Southern Asia (SDG),,1984,65.62,44.66,
Central and Southern Asia (SDG),,1985,65.78,45.73,
Central and Southern Asia (SDG),,1986,65.97,46.83,
Central and Southern Asia (SDG),,1987,66.23,47.89,
Central and Southern Asia (SDG),,1988,69.02,45.87,
Central and Southern Asia (SDG),,1989,69.85,47.49,
Central and Southern Asia (SDG),,1990,70.73,49.31,
Central and Southern Asia (SDG),,1991,71.37,50.84,
Central and Southern Asia (SDG),,1992,72.68,52.29,
Central and Southern Asia (SDG),,1993,73.97,53.72,
Central and Southern Asia (SDG),,1994,74.59,55.25,
Central and Southern Asia (SDG),,1995,75.26,56.93,
Central and Southern Asia (SDG),,1996,75.91,58.46,
Central and Southern Asia (SDG),,1997,76.52,59.81,
Central and Southern Asia (SDG),,1998,80.42,62.44,
Central and Southern Asia (SDG),,1999,81.01,64.23,
Central and Southern Asia (SDG),,2000,81.5,65.93,
Central and Southern Asia (SDG),,2001,81.98,67.56,
Central and Southern Asia (SDG),,2002,82.5,69.17,
Central and Southern Asia (SDG),,2003,83.58,70.39,
Central and Southern Asia (SDG),,2004,83.99,71.89,
Central and Southern Asia (SDG),,2005,85.56,72.11,
Central and Southern Asia (SDG),,2006,84.48,73.06,
Central and Southern Asia (SDG),,2007,84.73,74.58,
Central and Southern Asia (SDG),,2008,85.62,76.15,
Central and Southern Asia (SDG),,2009,86.09,77.68,
Central and Southern Asia (SDG),,2010,87.63,79.07,
Central and Southern Asia (SDG),,2011,87.71,80.12,
Central and Southern Asia (SDG),,2012,88.06,80.96,
Central and Southern Asia (SDG),,2013,89.14,82.66,
Central and Southern Asia (SDG),,2014,89.48,83.8,
Central and Southern Asia (SDG),,2015,90.08,85.19,
Central and Southern Asia (SDG),,2016,90.82,86.56,
Central and Southern Asia (SDG),,2017,91.22,87.13,
Central and Southern Asia (SDG),,2018,91.15,86.92,
Central and Southern Asia (SDG),,2019,93.78,89.29,
Central and Southern Asia (SDG),,2020,94.02,89.96,
Central and Southern Asia (SDG),,2021,94.32,90.62,
Central and Southern Asia (SDG),,2022,94.46,91.15,
Central and Southern Asia (SDG),,2023,94.74,91.82,
Central and Southern Asia (SDG),,2024,94.98,92.42,
Chad,TCD,1993,26.25,8.95,Africa
Chad,TCD,2000,55.69,23.24,Africa
Chad,TCD,2004,53.71,30.77,Africa
Chad,TCD,2010,,16.88,Africa
Chad,TCD,2016,40.69,22.39,Africa
Chad,TCD,2019,56.26,33.32,Africa
Chile,CHL,1982,96.18,97.12,South America
Chile,CHL,1992,98.16,98.7,South America
Chile,CHL,2000,98.9,99.3,South America
Chile,CHL,2002,98.8,99.18,South America
Chile,CHL,2003,98.9,99.4,South America
Chile,CHL,2006,98.9,99.3,South America
Chile,CHL,2009,99.2,99.5,South America
Chile,CHL,2011,99.21,99.61,South America
Chile,CHL,2013,99.01,99.09,South America
Chile,CHL,2015,99.27,99.44,South America
Chile,CHL,2017,99.01,99.01,South America
Chile,CHL,2022,99.1,99.5,South America
China,CHN,1982,95.21,82.1,Asia
China,CHN,1990,96.98,91.45,Asia
China,CHN,2000,99.2,98.5,Asia
China,CHN,2010,99.69,99.59,Asia
China,CHN,2020,99.75,99.76,Asia
Colombia,COL,1993,94.64,96.28,South America
Colombia,COL,1996,96.39,97.57,South America
Colombia,COL,2000,,100.0,South America
Colombia,COL,2002,96.9,98.0,South America
Colombia,COL,2003,96.7,98.3,South America
Colombia,COL,2004,97.55,98.41,South America
Colombia,COL,2005,97.52,98.37,South America
Colombia,COL,2006,97.53,98.19,South America
Colombia,COL,2007,97.48,98.42,South America
Colombia,COL,2008,97.55,98.43,South America
Colombia,COL,2009,97.44,98.43,South America
Colombia,COL,2010,97.68,98.52,South America
Colombia,COL,2011,97.76,98.72,South America
Colombia,COL,2012,97.8,98.7,South America
Colombia,COL,2013,97.8,98.8,South America
Colombia,COL,2014,98.11,98.97,South America
Colombia,COL,2015,98.16,98.92,South America
Colombia,COL,2016,98.31,99.03,South America
Colombia,COL,2017,98.3,99.0,South America
Colombia,COL,2018,98.63,99.07,South America
Colombia,COL,2019,98.5,99.16,South America
Colombia,COL,2020,98.73,99.29,South America
Colombia,COL,2021,98.8,99.4,South America
Colombia,COL,2022,98.6,99.2,South America
Colombia,COL,2023,98.7,99.2,South America
Colombia,COL,2024,98.42,99.53,South America
Comoros,COM,1980,69.36,54.9,Africa
Comoros,COM,2000,83.95,77.56,Africa
Comoros,COM,2012,85.0,78.59,Africa
Comoros,COM,2014,87.35409,84.79115,Africa
Comoros,COM,2021,90.2747,91.43615,Africa
Congo,COG,1984,92.42,82.83,Africa
Congo,COG,2005,88.25,70.54,Africa
Costa Rica,CRI,1984,96.75,97.54,North America
Costa Rica,CRI,2000,97.2,98.04,North America
Costa Rica,CRI,2011,99.01,99.26,North America
Costa Rica,CRI,2018,,99.63,North America
Cote d'Ivoire,CIV,1988,59.93,37.85,Africa
Cote d'Ivoire,CIV,1998,54.4,39.85,Africa
Cote d'Ivoire,CIV,2000,70.84,52.13,Africa
Cote d'Ivoire,CIV,2006,,38.57,Africa
Cote d'Ivoire,CIV,2014,59.12,47.04,Africa
Cote d'Ivoire,CIV,2016,71.99,54.74,Africa
Cote d'Ivoire,CIV,2019,76.12893,61.00851,Africa
Cote d'Ivoire,CIV,2021,76.16,58.32,Africa
Cote d'Ivoire,CIV,2022,82.1118,,Africa
Croatia,HRV,1991,99.67,99.6,Europe
Croatia,HRV,2001,99.64,99.65,Europe
Cuba,CUB,2002,99.96,99.95,North America
Cuba,CUB,2012,99.86,99.9,North America
Cuba,CUB,2019,99.53,99.71,North America
Cyprus,CYP,1992,99.58,99.66,Europe
Cyprus,CYP,2001,99.74,99.82,Europe
Cyprus,CYP,2011,99.8,99.84,Europe
Democratic Republic of Congo,COD,2001,77.98,63.09,Africa
Democratic Republic of Congo,COD,2007,87.36,62.97,Africa
Democratic Republic of Congo,COD,2010,,64.32,Africa
Democratic Republic of Congo,COD,2012,91.05,76.66,Africa
Democratic Republic of Congo,COD,2013,92.56,76.58,Africa
Democratic Republic of Congo,COD,2016,90.96,79.71,Africa
Democratic Republic of Congo,COD,2018,90.82,77.54,Africa
Democratic Republic of Congo,COD,2020,,68.61347,Africa
Democratic Republic of Congo,COD,2023,87.8,68.28,Africa
Djibouti,DJI,2006,,51.81,Africa
Djibouti,DJI,2017,84.59259,74.57285,Africa
Dominican Republic,DOM,1981,81.26,83.94,North America
Dominican Republic,DOM,2000,93.2,96.5,North America
Dominican Republic,DOM,2001,94.3,96.6,North America
Dominican Republic,DOM,2002,93.0,95.42,North America
Dominican Republic,DOM,2003,94.7,96.9,North America
Dominican Republic,DOM,2004,95.2,96.7,North America
Dominican Republic,DOM,2005,96.2,97.3,North America
Dominican Republic,DOM,2006,95.3,97.9,North America
Dominican Republic,DOM,2007,94.63,96.93,North America
Dominican Republic,DOM,2008,95.6,97.4,North America
Dominican Republic,DOM,2009,96.2,98.4,North America
Dominican Republic,DOM,2010,95.78,97.88,North America
Dominican Republic,DOM,2011,96.09,98.05,North America
Dominican Republic,DOM,2012,96.32,97.77,North America
Dominican Republic,DOM,2013,96.76,98.25,North America
Dominican Republic,DOM,2014,97.35,98.04,North America
Dominican Republic,DOM,2015,97.23,98.03,North America
Dominican Republic,DOM,2016,98.81,98.87,North America
Dominican Republic,DOM,2017,97.8,98.4,North America
Dominican Republic,DOM,2018,98.0,99.1,North America
Dominican Republic,DOM,2019,98.3,97.83,North America
Dominican Republic,DOM,2020,98.6,99.1,North America
Dominican Republic,DOM,2021,98.7,99.0,North America
Dominican Republic,DOM,2022,98.1,98.9,North America
Dominican Republic,DOM,2023,98.3,98.8,North America
Dominican Republic,DOM,2024,97.65,98.79,North America
East Asia and Pacific (WB),WB_EAP,1976,92.11,75.8,
East Asia and Pacific (WB),WB_EAP,1977,92.16,76.1,
East Asia and Pacific (WB),WB_EAP,1978,92.71,77.89,
East Asia and Pacific (WB),WB_EAP,1979,93.22,79.74,
East Asia and Pacific (WB),WB_EAP,1980,93.65,81.54,
East Asia and Pacific (WB),WB_EAP,1981,94.0,83.12,
East Asia and Pacific (WB),WB_EAP,1982,94.26,84.4,
East Asia and Pacific (WB),WB_EAP,1983,94.53,85.62,
East Asia and Pacific (WB),WB_EAP,1984,94.78,86.65,
East Asia and Pacific (WB),WB_EAP,1985,95.0,87.46,
East Asia and Pacific (WB),WB_EAP,1986,95.16,88.12,
East Asia and Pacific (WB),WB_EAP,1987,96.01,89.43,
East Asia and Pacific (WB),WB_EAP,1988,96.43,91.42,
East Asia and Pacific (WB),WB_EAP,1989,96.42,91.76,
East Asia and Pacific (WB),WB_EAP,1990,96.42,92.07,
East Asia and Pacific (WB),WB_EAP,1991,96.44,92.4,
East Asia and Pacific (WB),WB_EAP,1992,96.47,92.71,
East Asia and Pacific (WB),WB_EAP,1993,96.48,92.97,
East Asia and Pacific (WB),WB_EAP,1994,96.59,93.37,
East Asia and Pacific (WB),WB_EAP,1995,96.71,93.77,
East Asia and Pacific (WB),WB_EAP,1996,96.81,94.09,
East Asia and Pacific (WB),WB_EAP,1997,98.03,96.97,
East Asia and Pacific (WB),WB_EAP,1998,98.05,97.08,
East Asia and Pacific (WB),WB_EAP,1999,98.05,97.21,
East Asia and Pacific (WB),WB_EAP,2000,98.08,97.22,
East Asia and Pacific (WB),WB_EAP,2001,98.08,97.35,
East Asia and Pacific (WB),WB_EAP,2002,98.12,97.48,
East Asia and Pacific (WB),WB_EAP,2003,98.19,97.7,
East Asia and Pacific (WB),WB_EAP,2004,98.28,97.83,
East Asia and Pacific (WB),WB_EAP,2005,98.33,97.96,
East Asia and Pacific (WB),WB_EAP,2006,98.16,97.79,
East Asia and Pacific (WB),WB_EAP,2007,98.5,98.19,
East Asia and Pacific (WB),WB_EAP,2008,98.8,98.61,
East Asia and Pacific (WB),WB_EAP,2009,98.74,98.6,
East Asia and Pacific (WB),WB_EAP,2010,98.56,98.37,
East Asia and Pacific (WB),WB_EAP,2011,98.62,98.44,
East Asia and Pacific (WB),WB_EAP,2012,98.64,98.49,
East Asia and Pacific (WB),WB_EAP,2013,98.65,98.62,
East Asia and Pacific (WB),WB_EAP,2014,98.84,98.89,
East Asia and Pacific (WB),WB_EAP,2015,98.92,98.91,
East Asia and Pacific (WB),WB_EAP,2016,98.94,98.95,
East Asia and Pacific (WB),WB_EAP,2017,98.93,98.97,
East Asia and Pacific (WB),WB_EAP,2018,98.81,98.92,
East Asia and Pacific (WB),WB_EAP,2019,98.84,98.95,
East Asia and Pacific (WB),WB_EAP,2020,98.94,99.02,
East Asia and Pacific (WB),WB_EAP,2021,98.96,99.06,
East Asia and Pacific (WB),WB_EAP,2022,98.99,99.11,
East Asia and Pacific (WB),WB_EAP,2023,99.01,99.14,
East Asia and Pacific (WB),WB_EAP,2024,99.03,99.18,
East Timor,TLS,2009,87.25,83.71,Asia
East Timor,TLS,2010,80.49,78.57,Asia
East Timor,TLS,2015,84.68,84.07,Asia
East Timor,TLS,2016,89.55,88.73,Asia
East Timor,TLS,2022,86.39,85.87,Asia
Eastern and South-Eastern Asia (SDG),,1976,92.19,75.7,
Eastern and South-Eastern Asia (SDG),,1977,92.24,76.0,
Eastern and South-Eastern Asia (SDG),,1978,92.79,77.82,
Eastern and South-Eastern Asia (SDG),,1979,93.31,79.69,
Eastern and South-Eastern Asia (SDG),,1980,93.74,81.52,
Eastern and South-Eastern Asia (SDG),,1981,94.1,83.12,
Eastern and South-Eastern Asia (SDG),,1982,94.35,84.42,
Eastern and South-Eastern Asia (SDG),,1983,94.62,85.64,
Eastern and South-Eastern Asia (SDG),,1984,94.88,86.68,
Eastern and South-Eastern Asia (SDG),,1985,95.09,87.5,
Eastern and South-Eastern Asia (SDG),,1986,95.25,88.17,
Eastern and South-Eastern Asia (SDG),,1987,96.1,89.49,
Eastern and South-Eastern Asia (SDG),,1988,96.53,91.5,
Eastern and South-Eastern Asia (SDG),,1989,96.52,91.85,
Eastern and South-Eastern Asia (SDG),,1990,96.52,92.16,
Eastern and South-Eastern Asia (SDG),,1991,96.54,92.49,
Eastern and South-Eastern Asia (SDG),,1992,96.57,92.81,
Eastern and South-Eastern Asia (SDG),,1993,96.59,93.07,
Eastern and South-Eastern Asia (SDG),,1994,96.7,93.48,
Eastern and South-Eastern Asia (SDG),,1995,96.83,93.89,
Eastern and South-Eastern Asia (SDG),,1996,96.93,94.21,
Eastern and South-Eastern Asia (SDG),,1997,98.17,97.13,
Eastern and South-Eastern Asia (SDG),,1998,98.19,97.24,
Eastern and South-Eastern Asia (SDG),,1999,98.2,97.38,
Eastern and South-Eastern Asia (SDG),,2000,98.24,97.39,
Eastern and South-Eastern Asia (SDG),,2001,98.24,97.51,
Eastern and South-Eastern Asia (SDG),,2002,98.29,97.65,
Eastern and South-Eastern Asia (SDG),,2003,98.36,97.87,
Eastern and South-Eastern Asia (SDG),,2004,98.45,98.0,
Eastern and South-Eastern Asia (SDG),,2005,98.51,98.13,
Eastern and South-Eastern Asia (SDG),,2006,98.34,97.95,
Eastern and South-Eastern Asia (SDG),,2007,98.69,98.36,
Eastern and South-Eastern Asia (SDG),,2008,99.01,98.78,
Eastern and South-Eastern Asia (SDG),,2009,98.94,98.77,
Eastern and South-Eastern Asia (SDG),,2010,98.77,98.53,
Eastern and South-Eastern Asia (SDG),,2011,98.84,98.61,
Eastern and South-Eastern Asia (SDG),,2012,98.86,98.67,
Eastern and South-Eastern Asia (SDG),,2013,98.88,98.81,
Eastern and South-Eastern Asia (SDG),,2014,99.09,99.09,
Eastern and South-Eastern Asia (SDG),,2015,99.19,99.13,
Eastern and South-Eastern Asia (SDG),,2016,99.22,99.18,
Eastern and South-Eastern Asia (SDG),,2017,99.22,99.2,
Eastern and South-Eastern Asia (SDG),,2018,99.11,99.16,
Eastern and South-Eastern Asia (SDG),,2019,99.14,99.2,
Eastern and South-Eastern Asia (SDG),,2020,99.25,99.28,
Eastern and South-Eastern Asia (SDG),,2021,99.28,99.32,
Eastern and South-Eastern Asia (SDG),,2022,99.31,99.38,
Eastern and South-Eastern Asia (SDG),,2023,99.33,99.41,
Eastern and South-Eastern Asia (SDG),,2024,99.35,99.45,
Ecuador,ECU,1982,94.55,92.28,South America
Ecuador,ECU,1990,96.58,95.83,South America
Ecuador,ECU,2001,96.38,96.49,South America
Ecuador,ECU,2003,96.5,97.4,South America
Ecuador,ECU,2005,98.3,98.2,South America
Ecuador,ECU,2006,98.3,98.1,South America
Ecuador,ECU,2007,98.23,98.56,South America
Ecuador,ECU,2008,98.43,98.48,South America
Ecuador,ECU,2009,98.72,98.88,South America
Ecuador,ECU,2010,98.47,98.85,South America
Ecuador,ECU,2011,98.59,98.81,South America
Ecuador,ECU,2012,98.77,98.89,South America
Ecuador,ECU,2013,98.58,98.63,South America
Ecuador,ECU,2014,99.01,99.19,South America
Ecuador,ECU,2015,99.34,98.91,South America
Ecuador,ECU,2016,98.98,99.14,South America
Ecuador,ECU,2017,99.11,99.4,South America
Ecuador,ECU,2018,98.9,99.1,South America
Ecuador,ECU,2019,98.2,98.8,South America
Ecuador,ECU,2020,98.5,99.09,South America
Ecuador,ECU,2021,98.56,99.49,South America
Ecuador,ECU,2022,99.57,99.68,South America
Ecuador,ECU,2023,99.0,99.3,South America
Ecuador,ECU,2024,98.8,99.19,South America
Egypt,EGY,1976,63.04,38.12,Africa
Egypt,EGY,1986,71.38,54.0,Africa
Egypt,EGY,1996,78.99,66.93,Africa
Egypt,EGY,2000,,77.19,Africa
Egypt,EGY,2005,90.08,78.78,Africa
Egypt,EGY,2006,87.86,81.75,Africa
Egypt,EGY,2010,90.56,84.31,Africa
Egypt,EGY,2012,92.36,86.05,Africa
Egypt,EGY,2013,93.65,90.33,Africa
Egypt,EGY,2014,,94.08,Africa
